Host,IP,asn_registry,asn,asn_cidr,asn_description,asn_country_code,nets
adolff-marcot-peiffer.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.184.0.0/14, 15.180.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
adrien-adam.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.184.0.0/14, 15.180.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
adsn.eu,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
adsn.notaires.fr,84.246.217.101,ripencc,49137,84.246.217.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.217.0/24', 'name': None, 'handle': None, 'range': '84.246.217.0 - 84.246.217.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:46:31Z', 'updated': '2016-08-23T12:46:31Z'}]"
adsndirect.notaires.fr,52.28.194.11,arin,16509,52.28.0.0/16,"AMAZON-02, US",US,"[{'cidr': '52.64.0.0/12, 52.0.0.0/10', 'name': 'AT-88-Z', 'handle': 'NET-52-0-0-0-1', 'range': '52.0.0.0 - 52.79.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '1991-12-19', 'updated': '2021-02-10'}, {'cidr': '52.28.0.0/15', 'name': 'AMAZO-ZFRA', 'handle': 'NET-52-28-0-0-1', 'range': None, 'description': 'A100 ROW GmbH', 'country': 'DE', 'state': 'PostalCode:     80807', 'city': 'Munchen', 'address': 'Marcel-Breuer-Strasse 10', 'postal_code': '80807', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2016-09-27', 'updated': '2016-09-27'}]"
agasseau-choisy.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.48.0.0/13, 13.32.0.0/12, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
agea-lepellerin.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.24.0.0/13, 13.32.0.0/12, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
agostino-audiffred-briancon.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.179.0.0/16, 15.180.0.0/14, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
agrasc.notaires.fr,84.246.219.41,ripencc,49137,84.246.219.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.219.0/24', 'name': None, 'handle': None, 'range': '84.246.219.0 - 84.246.219.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:42:56Z', 'updated': '2016-08-23T12:42:56Z'}]"
aimedieu-destre-marseille.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
aimeric-stalter.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.48.0.0/13, 13.56.0.0/14, 13.32.0.0/12, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
al.notaires.fr,91.194.100.169,ripencc,43142,91.194.100.0/23,"ADELINOVIUS, FR",FR,"[{'cidr': '91.194.96.0/22, 91.194.100.0/23', 'name': 'ADELINOVIUSNET', 'handle': 'HR563-RIPE', 'range': '91.194.96.0 - 91.194.101.255', 'description': None, 'country': 'FR', 'state': None, 'city': None, 'address': '1411 Route de Sandrans\n                ZA Le Ripel\n01990\nSaint Trivier sur Moignans\nFRANCE', 'postal_code': None, 'emails': None, 'created': '2007-06-13T08:17:50Z', 'updated': '2016-04-14T09:02:29Z'}, {'cidr': '91.194.100.0/24', 'name': None, 'handle': None, 'range': '91.194.100.0 - 91.194.100.255', 'description': 'route novius', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2010-10-06T21:25:05Z', 'updated': '2012-10-16T07:57:42Z'}]"
alain-hunault-chateaubriant.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.184.0.0/14, 15.179.0.0/16, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
alain-maisonnier.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.24.0.0/13, 13.48.0.0/13, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
alarcon-schoepff-gibellin-pasquiersouraud-jolly.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.56.0.0/14, 13.48.0.0/13, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
albane-stephanie-colombier-gisors.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.188.0.0/16, 15.180.0.0/14, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
aleaume.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
alexandra-martinet-micropolis-gap.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.188.0.0/16, 15.184.0.0/14, 15.179.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
alexandre-caluireetcuire.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.48.0.0/13, 13.24.0.0/13, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
alexia-amara.notaires.fr,5.196.207.219,ripencc,16276,5.196.0.0/16,"OVH, FR",FR,"[{'cidr': '5.196.207.208/28', 'name': 'engsystems', 'handle': 'OTC2-RIPE', 'range': '5.196.207.208 - 5.196.207.223', 'description': 'eng.systems ds', 'country': 'FR', 'state': None, 'city': None, 'address': 'OVH SAS\n2 rue Kellermann\n59100 Roubaix\nFrance', 'postal_code': None, 'emails': ['abuse@ovh.net'], 'created': '2015-02-09T11:14:07Z', 'updated': '2015-02-09T11:14:07Z'}, {'cidr': '5.196.0.0/16', 'name': None, 'handle': None, 'range': '5.196.0.0 - 5.196.255.255', 'description': 'OVH', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2014-08-15T12:51:31Z', 'updated': '2014-08-15T12:51:31Z'}]"
alezan-paroisse-versailles.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
algret-held.notaires.fr,51.91.236.255,ripencc,16276,51.91.0.0/16,"OVH, FR",FR,"[{'cidr': '51.91.236.0/24', 'name': 'OVH-DEDICATED-FO', 'handle': 'OTC2-RIPE', 'range': '51.91.236.0 - 51.91.236.255', 'description': 'Failover IPs', 'country': 'FR', 'state': None, 'city': None, 'address': '2 rue Kellermann\n59100\nRoubaix\nFRANCE', 'postal_code': None, 'emails': ['abuse@ovh.net'], 'created': '2019-06-24T13:20:07Z', 'updated': '2019-06-24T13:20:07Z'}, {'cidr': '51.91.0.0/16', 'name': None, 'handle': None, 'range': '51.91.0.0 - 51.91.255.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2019-04-08T08:38:26Z', 'updated': '2019-04-08T08:38:26Z'}]"
alheritiere-chatelot-legoff.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
alice-laperche.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.179.0.0/16, 15.184.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
alix-chapdelaine-lafertebernard.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.188.0.0/16, 15.184.0.0/14, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
alj-vimy.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
allais-ploeren.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.32.0.0/12, 13.48.0.0/13, 13.56.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
allan.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.48.0.0/13, 13.56.0.0/14, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
